node1_path,node1_summary,node2_path,node2_summary,similarity
\doccano-master\backend\api\migrations\0001_initial.py,"Class Migration: A Django migration that sets up the models and relationships for a document annotation system, including Document, DocumentAnnotation, Label, Project, Role, and various annotation types.",\doccano-master\backend\api\migrations\0009_annotations_relations_20210421_1445.py,"Class Migration: A Django migration that establishes two models, RelationTypes and AnnotationRelations, to effectively manage annotation relationships within a project.",0.9064
\doccano-master\backend\api\migrations\0001_initial.py,"Class Migration: A Django migration that sets up the models and relationships for a document annotation system, including Document, DocumentAnnotation, Label, Project, Role, and various annotation types.",\doccano-master\backend\api\migrations\0009_tag.py,"Class Migration: A Django migration that establishes a new Tag model featuring an auto-generated ID, text field, and a foreign key linking to the Project model.",0.8521
\doccano-master\backend\api\migrations\0001_initial.py,"Class Migration: A Django migration that sets up the models and relationships for a document annotation system, including Document, DocumentAnnotation, Label, Project, Role, and various annotation types.",\doccano-master\backend\api\migrations\0010_auto_20210413_0249.py,Class Migration: A Django migration that modifies the 'document' model by adding a 'filename' field and updating the 'annotations_approved_by' field to permit null values while establishing a foreign key relationship with the user model.,0.8747
\doccano-master\backend\api\migrations\0001_initial.py,"Class Migration: A Django migration that sets up the models and relationships for a document annotation system, including Document, DocumentAnnotation, Label, Project, Role, and various annotation types.",\doccano-master\backend\api\migrations\0012_auto_20210514_0654.py,"Class Migration: A Django migration that establishes new models for Category, Example, ImageClassificationProject, Span, and TextLabel, while also altering existing fields and relationships and eliminating outdated models associated with document annotations.",0.9329
\doccano-master\backend\api\migrations\0001_initial.py,"Class Migration: A Django migration that sets up the models and relationships for a document annotation system, including Document, DocumentAnnotation, Label, Project, Role, and various annotation types.",\doccano-master\backend\api\migrations\0014_auto_20210603_0438.py,Class Migration: A Django migration that modifies fields and establishes unique constraints for the `annotationrelations` and `relationtypes` models in the application.,0.8312
\doccano-master\backend\api\migrations\0001_initial.py,"Class Migration: A Django migration that sets up the models and relationships for a document annotation system, including Document, DocumentAnnotation, Label, Project, Role, and various annotation types.",\doccano-master\backend\api\migrations\0016_auto_20211018_0556.py,"Class Migration: A Django migration that alters model options and fields for Comment, Example, Label, and SequenceLabelingProject models, focusing on ordering by creation date and introducing new fields.",0.8344
\doccano-master\backend\api\migrations\0001_initial.py,"Class Migration: A Django migration that sets up the models and relationships for a document annotation system, including Document, DocumentAnnotation, Label, Project, Role, and various annotation types.",\doccano-master\backend\api\migrations\0020_auto_20211221_1415.py,"Class Migration: A Django migration that introduces the CategoryType and SpanType models, defining their fields, constraints, and interdependencies with existing API models.",0.8038
\doccano-master\backend\api\migrations\0001_initial.py,"Class Migration: A Django migration that sets up the models and relationships for a document annotation system, including Document, DocumentAnnotation, Label, Project, Role, and various annotation types.",\doccano-master\backend\api\migrations\0022_auto_20211221_1430.py,"Class Migration: A Django migration that modifies the Category and Span models by adding and altering fields, while updating their foreign key relationships.",0.8036
\doccano-master\backend\api\migrations\0001_initial.py,"Class Migration: A Django migration that sets up the models and relationships for a document annotation system, including Document, DocumentAnnotation, Label, Project, Role, and various annotation types.",\doccano-master\backend\api\migrations\0024_auto_20211221_1444.py,Class Migration: A Django migration that updates the database schema by removing fields from the 'category' and 'span' models and modifying the 'label' fields to create foreign key relationships.,0.8391
\doccano-master\backend\api\migrations\0001_initial.py,"Class Migration: A Django migration that sets up the models and relationships for a document annotation system, including Document, DocumentAnnotation, Label, Project, Role, and various annotation types.",\doccano-master\backend\api\migrations\0026_auto_20220107_0200.py,"Class Migration: A Django migration that establishes a dependency on an earlier migration and outlines the operation to remove the ""Label"" model.",0.8363
