node1_path,node1_summary,node2_path,node2_summary,similarity
\autogluon-master\autogluon\setup.py,This code block sets up the installation requirements and versioning for a Python package using Autogluon.,\autogluon-master\core\setup.py,A setup script in Python that defines dependencies and installation requirements for an Autogluon package.,0.8320
\autogluon-master\autogluon\setup.py,This code block sets up the installation requirements and versioning for a Python package using Autogluon.,\autogluon-master\eda\setup.py,Script for setting up dependencies and versioning for a Python package using autogluon core and related modules.,0.8033
\autogluon-master\common\setup.py,This code block is a setup script that dynamically generates version and dependency information for the Autogluon package.,\autogluon-master\core\setup.py,A setup script in Python that defines dependencies and installation requirements for an Autogluon package.,0.8099
\autogluon-master\common\setup.py,This code block is a setup script that dynamically generates version and dependency information for the Autogluon package.,\autogluon-master\features\setup.py,This code block is a setup script for installing dependencies and creating version files in an Autogluon project.,0.8364
\autogluon-master\common\src\autogluon\common\features\infer_types.py,"A collection of functions for handling data types and special features in pandas DataFrames, including mapping, grouping, checking for datetime and NLP features, and converting values to boolean.",\autogluon-master\multimodal\src\autogluon\multimodal\data\infer_types.py,A collection of functions that infer and determine column types in a pandas DataFrame based on various criteria and techniques.,0.8067
\autogluon-master\common\src\autogluon\common\loaders\load_pd.py,"Functions `load`, `_load_multipart_child`, `_load_multipart`, and `_load_multipart_s3`: Functions for loading and processing data from various sources with options for customization and multiprocessing capabilities.",\autogluon-master\common\src\autogluon\common\loaders\load_pkl.py,"Functions `load` and `load_with_fn`: Functions for loading data from different sources with optional compression and verbose logging, and loading data from a specified path in various formats.",0.8578
\autogluon-master\common\src\autogluon\common\loaders\_utils.py,"A collection of functions for file manipulation, error handling, downloading, and zip extraction with specific implementations for different operating systems and functionalities.",\autogluon-master\multimodal\src\autogluon\multimodal\utils\download.py,"A collection of functions for handling file operations, URL checking, text decoding, error handling, and checksum calculation, including atomic file replacement for different operating systems.",0.8081
\autogluon-master\common\src\autogluon\common\loaders\_utils.py,"A collection of functions for file manipulation, error handling, downloading, and zip extraction with specific implementations for different operating systems and functionalities.",\autogluon-master\multimodal\tests\unittests\utils\utils.py,"A collection of functions for file manipulation, path handling, directory retrieval, and zip file extraction with specific functionalities.",0.9089
\autogluon-master\common\src\autogluon\common\utils\path_converter.py,"Class `PathConverter`: A utility class for converting paths between different operating system formats, including Windows and POSIX, and providing functions for path validation and manipulation.",\autogluon-master\common\tests\unittests\test_path_converter.py,"Functions testing PathConverter: `test_to_windows`, `test_to_posix`, `test_to_current`, and `test_should_raise_on_absolute_path` validate path conversion functionalities for different operating systems.",0.8244
\autogluon-master\common\tests\conftest.py,"Functions `pytest_addoption`, `pytest_configure`, and `pytest_collection_modifyitems` are implemented to handle slow tests in pytest by adding options, configuring markers, and skipping tests based on command line input.",\autogluon-master\core\tests\conftest.py,"Functions `pytest_addoption`, `pytest_configure`, and `pytest_collection_modifyitems`: Implement custom configurations for pytest to handle slow, skipped, and platform-specific tests efficiently.",0.9031
\autogluon-master\common\tests\conftest.py,"Functions `pytest_addoption`, `pytest_configure`, and `pytest_collection_modifyitems` are implemented to handle slow tests in pytest by adding options, configuring markers, and skipping tests based on command line input.",\autogluon-master\eda\tests\conftest.py,"Functions `pytest_addoption`, `pytest_configure`, and `pytest_collection_modifyitems` enhance pytest functionality by adding command-line options for slow tests, configuring markers, and modifying test item collections.",0.9140
\autogluon-master\common\tests\conftest.py,"Functions `pytest_addoption`, `pytest_configure`, and `pytest_collection_modifyitems` are implemented to handle slow tests in pytest by adding options, configuring markers, and skipping tests based on command line input.",\autogluon-master\features\tests\conftest.py,"Functions pytest_addoption, pytest_configure, and pytest_collection_modifyitems: Implementations for adding and managing slow test options in pytest.",0.9274
\autogluon-master\common\tests\conftest.py,"Functions `pytest_addoption`, `pytest_configure`, and `pytest_collection_modifyitems` are implemented to handle slow tests in pytest by adding options, configuring markers, and skipping tests based on command line input.",\autogluon-master\multimodal\tests\conftest.py,"Functions `pytest_addoption`, `pytest_configure`, and `pytest_collection_modifyitems` in pytest provide options for running specific types of tests, configure markers for labeling tests, and modify test collection items based on command line options.",0.8713
\autogluon-master\common\tests\test_check_style.py,Function `test_check_style`: A function that verifies PEP8 style adherence and issues a warning for any violations detected.,\autogluon-master\core\tests\test_check_style.py,Function `test_check_style`: A function that verifies PEP8 style adherence and alerts about excessive violations.,0.9477
\autogluon-master\common\tests\test_check_style.py,Function `test_check_style`: A function that verifies PEP8 style adherence and issues a warning for any violations detected.,\autogluon-master\eda\tests\test_check_style.py,Function `test_check_style`: A function that evaluates the PEP8 style of the code and alerts about excessive violations.,0.9439
\autogluon-master\common\tests\test_check_style.py,Function `test_check_style`: A function that verifies PEP8 style adherence and issues a warning for any violations detected.,\autogluon-master\features\tests\test_check_style.py,Function `test_check_style`: A function that detects PEP8 style violations in the code and raises a warning if a significant number are present.,0.9542
\autogluon-master\common\tests\test_check_style.py,Function `test_check_style`: A function that verifies PEP8 style adherence and issues a warning for any violations detected.,\autogluon-master\multimodal\tests\test_check_style.py,Function `test_check_style`: A function that checks the PEP8 style of the code and raises warnings for excessive violations.,0.9437
\autogluon-master\common\tests\test_check_style.py,Function `test_check_style`: A function that verifies PEP8 style adherence and issues a warning for any violations detected.,\autogluon-master\tabular\tests\test_check_style.py,Function `test_check_style`: A function that verifies PEP8 style adherence and issues a warning for any violations detected.,1.0000
\autogluon-master\common\tests\unittests\test_import_version.py,Function `test_import_version`: Validates that the autogluon common version is not an empty string.,\autogluon-master\core\tests\unittests\test_import_version.py,Function `test_import_version`: Tests the version of the autogluon.core module for being a non-empty string.,0.9107
\autogluon-master\common\tests\unittests\test_memory_limit.py,"Functions `get_and_assert_max_memory`, `test_memory_mocking`, and `test_custom_memory_soft_limit_envar` are designed to facilitate memory limit testing and management in a testing environment.",\autogluon-master\tabular\tests\unittests\resource_allocation\test_custom_memory_limit.py,"Functions `get_and_assert_max_memory` and `test_custom_memory_soft_limit_tabular_fit` are used to establish and validate a custom memory limit for testing purposes, specifically for testing the fitting process with tabular data using specified parameters and dataset.",0.8143
\autogluon-master\core\setup.py,A setup script in Python that defines dependencies and installation requirements for an Autogluon package.,\autogluon-master\eda\setup.py,Script for setting up dependencies and versioning for a Python package using autogluon core and related modules.,0.8435
\autogluon-master\core\setup.py,A setup script in Python that defines dependencies and installation requirements for an Autogluon package.,\autogluon-master\multimodal\setup.py,Python script that sets up dependencies and configurations for the Autogluon multimodal package.,0.8418
\autogluon-master\core\src\autogluon\core\hpo\ray_tune_searcher_factory.py,Class SearcherFactory: A factory class that dynamically creates searchers based on configurations and user inputs.,\autogluon-master\core\src\autogluon\core\searcher\local_searcher.py,"Class `LocalSearcher`: A virtual class for creating custom Searcher classes with methods for configuration sampling, updating, and result retrieval, including functions for configuration handling and result management.",0.8006
\autogluon-master\core\src\autogluon\core\metrics\quantile_metrics.py,Function `pinball_loss`: Calculates the pinball loss with customizable sample and quantile weights for target values and quantile predictions.,\autogluon-master\core\tests\unittests\metrics\test_quantile_metrics.py,"Functions testing various scenarios for the pinball_loss function, including invalid quantile values shape, mismatched target/prediction lengths, mismatched quantiles, single prediction, multiple predictions, and multiple predictions with weights.",0.8825
